filename,class,truncated,occluded,observation angle,xmin,ymin,xmax,ymax,height,width,length,xloc,yloc,zloc,rot_y
005936.txt,Car,0.00,0,-0.52,987.45,146.73,1080.68,175.62,1.51,1.64,4.17,23.37,0.13,39.90,0.00
005936.txt,Car,0.00,2,-0.53,969.79,148.06,1060.45,175.40,1.52,1.60,4.42,23.68,0.12,42.29,-0.03
005936.txt,Car,0.00,0,1.64,506.78,175.36,548.51,209.00,1.58,1.76,4.18,-4.11,1.73,36.30,1.53
005936.txt,Car,0.00,0,1.65,579.80,170.27,607.89,192.14,1.65,1.88,4.45,-1.25,1.48,57.20,1.62
005936.txt,Car,0.00,0,-1.95,871.62,150.60,913.03,176.01,1.80,1.65,3.55,21.01,0.22,53.86,-1.58
005936.txt,Car,0.00,1,-1.98,903.18,151.72,949.01,175.06,1.64,1.70,3.91,23.63,0.14,54.11,-1.57
005936.txt,Car,0.00,1,1.45,660.80,166.92,691.36,187.97,1.50,1.71,4.44,4.89,1.10,54.11,1.53
005937.txt,Pedestrian,0.00,0,-2.61,192.90,135.62,261.37,303.01,2.00,0.49,1.25,-4.73,1.47,8.75,-3.09
005938.txt,Truck,0.00,0,-1.61,637.60,148.41,696.37,211.01,2.85,2.63,12.34,2.84,1.81,39.37,-1.54
005938.txt,Car,0.00,0,1.99,230.23,190.40,320.46,232.37,1.57,1.90,4.16,-14.05,2.36,30.49,1.56
005939.txt,Truck,0.00,3,2.00,165.27,147.31,290.44,224.65,3.30,2.47,7.15,-18.03,2.25,34.58,1.53
005939.txt,Car,0.00,0,1.82,424.98,177.55,463.99,199.96,1.62,1.86,4.31,-12.54,1.99,54.81,1.60
005940.txt,Car,0.00,1,-2.60,9.86,192.98,258.46,280.83,1.44,1.52,3.50,-8.57,1.84,13.13,3.11
005940.txt,Car,0.00,1,-2.72,194.89,182.05,357.47,248.31,1.59,1.52,3.47,-8.54,1.85,18.56,3.13
005940.txt,Car,0.00,2,-2.76,250.44,178.66,392.05,235.05,1.58,1.55,3.59,-8.57,1.78,21.50,-3.14
005940.txt,Car,0.00,2,0.34,281.91,181.92,415.39,228.52,1.46,1.63,3.85,-8.67,1.78,24.05,-0.01
005940.txt,Car,0.00,2,-2.80,319.02,174.59,442.42,222.87,1.71,1.69,4.06,-8.56,1.81,27.01,-3.10
005940.txt,Car,0.00,2,-2.89,358.07,180.51,456.70,218.92,1.51,1.61,3.65,-8.40,1.85,29.98,3.12
005940.txt,Car,0.00,2,-2.97,396.65,178.16,468.08,211.93,1.66,1.62,3.34,-9.15,1.96,37.22,3.07
005940.txt,Car,0.00,2,-3.00,416.29,181.93,491.39,208.30,1.41,1.59,3.94,-8.77,1.94,40.63,3.07
005940.txt,Car,0.00,2,-2.94,432.82,173.93,498.24,203.54,1.69,1.77,3.51,-8.58,1.78,42.90,-3.13
005940.txt,Car,0.00,2,-2.98,447.00,175.50,512.50,202.01,1.61,1.66,3.86,-8.25,1.80,45.77,3.12
005940.txt,Car,0.00,2,2.75,458.18,175.86,520.15,199.82,1.59,1.71,3.90,-8.45,1.82,50.42,2.58
005941.txt,Car,0.00,0,1.66,522.94,182.65,561.84,212.67,1.52,1.73,4.28,-3.67,2.07,39.47,1.57
005942.txt,Car,0.00,0,-1.26,215.22,183.80,488.53,361.93,1.47,1.59,4.03,-2.47,1.52,8.09,-1.55
005942.txt,Car,0.00,1,-1.40,453.92,176.25,540.58,239.94,1.41,1.54,3.36,-2.49,1.29,17.70,-1.55
005942.txt,Car,0.00,0,-1.57,590.81,167.56,640.84,213.19,1.52,1.67,4.38,0.51,1.06,26.45,-1.56
005942.txt,Car,0.00,0,-1.48,547.42,163.25,588.87,199.26,1.56,1.59,3.65,-1.50,0.77,33.33,-1.53
005943.txt,Car,0.83,0,-2.28,0.00,231.72,108.09,374.00,1.54,1.64,4.01,-8.03,2.25,7.84,-3.06
005943.txt,Car,0.27,0,1.99,134.36,200.82,477.30,374.00,1.56,1.56,3.60,-2.56,1.89,6.93,1.65
005943.txt,Car,0.00,2,1.86,301.98,194.55,442.71,311.54,1.70,1.43,3.20,-4.02,2.11,12.55,1.55
005943.txt,Car,0.00,0,1.50,486.02,189.96,509.69,212.25,1.68,1.63,3.90,-9.15,3.10,58.59,1.35
005944.txt,Car,0.00,0,-1.58,597.98,179.19,642.57,222.12,1.66,1.73,3.05,0.37,1.94,29.77,-1.57
005944.txt,Cyclist,0.00,2,-1.95,848.91,162.05,915.92,258.45,1.82,0.53,2.00,5.45,1.63,14.67,-1.60
005944.txt,Tram,0.00,0,-1.47,495.26,142.50,565.08,215.36,3.62,2.60,15.21,-4.49,2.19,43.71,-1.58
005945.txt,Pedestrian,0.00,0,1.35,765.08,162.94,785.14,218.16,1.76,0.59,0.83,5.32,1.45,23.50,1.57
005945.txt,Pedestrian,0.00,0,1.31,789.67,164.91,808.07,217.86,1.66,0.51,0.60,5.96,1.42,23.04,1.55
005946.txt,Car,0.77,0,-1.97,878.41,193.05,1241.00,374.00,1.42,1.66,3.71,2.97,1.59,4.63,-1.43
005946.txt,Car,0.00,1,-1.60,855.35,146.25,1033.73,305.02,1.75,1.84,4.43,4.57,1.48,10.34,-1.19
005946.txt,Van,0.00,0,-1.61,560.92,160.75,610.23,213.70,1.98,1.80,4.54,-1.10,1.55,29.46,-1.65
005946.txt,Van,0.00,2,-0.48,827.45,129.16,1049.67,212.82,2.66,2.13,6.64,11.03,1.27,24.57,-0.07
005946.txt,Car,0.00,0,-1.36,377.26,178.71,445.25,218.95,1.48,1.71,4.65,-7.96,1.73,29.16,-1.63
005946.txt,Car,0.00,0,-1.23,289.97,164.39,373.11,219.61,2.04,1.66,4.62,-11.17,1.76,29.18,-1.59
005946.txt,Car,0.00,0,-1.52,492.31,169.44,529.94,200.08,1.42,1.64,3.95,-4.89,1.29,35.87,-1.65
005946.txt,Car,0.00,0,-1.84,706.14,168.08,774.98,206.77,1.51,1.72,4.50,5.42,1.35,30.72,-1.66
005946.txt,Van,0.00,0,1.46,632.63,149.35,666.51,185.53,2.75,2.04,6.05,3.11,0.99,58.23,1.51
005946.txt,Car,0.00,1,-1.87,754.18,166.80,825.86,207.87,1.64,1.73,4.43,7.69,1.43,31.36,-1.64
005946.txt,Van,0.10,1,0.87,1101.12,130.32,1241.00,194.78,2.53,2.26,5.42,24.30,0.88,31.21,1.53
005946.txt,Truck,0.00,1,1.53,588.77,136.51,623.48,187.00,3.57,2.25,7.97,-0.40,1.04,55.26,1.52
005946.txt,Misc,0.00,1,2.00,195.19,195.01,324.78,224.89,0.93,2.39,5.82,-13.77,1.89,28.83,1.56
005946.txt,Car,0.00,1,-1.08,140.20,181.84,245.61,223.80,1.53,1.61,4.73,-16.72,1.91,29.15,-1.60
005946.txt,Car,0.00,1,-1.04,30.65,191.11,126.60,229.92,1.40,1.56,3.48,-21.31,2.17,29.04,-1.67
005946.txt,Misc,0.00,2,2.06,89.10,185.55,169.16,221.63,1.34,1.60,2.68,-19.27,1.87,28.97,1.47
005946.txt,Misc,0.00,2,2.10,66.83,169.65,117.61,207.58,2.02,1.31,2.25,-28.52,1.86,39.75,1.48
005947.txt,Car,0.37,3,0.55,0.00,165.64,252.47,316.53,1.77,1.60,3.79,-6.99,1.71,9.36,-0.08
005947.txt,Car,0.00,0,-1.76,603.05,177.58,679.64,235.90,1.66,1.66,3.98,0.85,1.82,22.78,-1.72
005947.txt,Van,0.00,2,-3.01,389.83,171.82,468.27,206.34,1.94,1.75,4.27,-10.61,1.91,42.43,3.03
005947.txt,Car,0.00,0,-1.75,548.72,180.16,574.32,197.90,1.41,1.51,3.45,-4.05,2.02,59.62,-1.82
005948.txt,Car,0.80,1,-2.36,0.00,189.87,109.67,371.82,1.58,1.62,3.26,-7.04,1.77,6.90,-3.13
005948.txt,Car,0.28,3,-2.61,0.00,190.75,287.17,326.30,1.51,1.66,3.73,-6.40,1.77,9.18,3.08
005948.txt,Car,0.00,2,-2.60,14.28,182.45,340.91,288.84,1.56,1.57,4.37,-6.88,1.74,11.68,-3.12
005948.txt,Car,0.00,2,-2.83,202.16,180.44,406.02,260.50,1.65,1.68,3.88,-6.78,1.84,16.22,3.06
005948.txt,Car,0.00,2,0.32,240.86,166.43,434.73,252.33,2.08,1.80,4.37,-7.00,1.95,18.79,-0.03
005948.txt,Cyclist,0.00,0,1.64,523.93,182.67,541.31,222.87,1.59,0.58,1.69,-3.20,2.00,29.62,1.54
005948.txt,Car,0.60,0,-0.66,1006.74,176.60,1241.00,370.73,1.67,1.60,3.94,6.25,1.71,7.00,0.05
005948.txt,Car,0.07,2,-0.51,918.02,188.69,1241.00,321.48,1.54,1.75,3.36,6.05,1.77,9.46,0.04
005948.txt,Car,0.00,2,-0.42,843.61,189.03,1083.93,284.57,1.48,1.52,3.33,5.85,1.78,12.28,0.01
005948.txt,Car,0.00,2,-0.45,822.46,185.20,992.44,264.70,1.50,1.58,2.81,6.01,1.78,14.87,-0.08
005948.txt,Car,0.00,2,2.76,763.88,183.74,953.89,254.89,1.57,1.68,3.97,5.86,1.86,17.39,3.08
005948.txt,Car,0.00,2,-0.33,732.73,186.24,902.03,242.01,1.44,1.65,4.26,5.72,1.84,20.32,-0.06
005948.txt,Car,0.00,2,-0.28,730.79,175.92,867.99,235.87,1.77,1.69,3.82,5.83,1.89,22.64,-0.03
005948.txt,Car,0.00,1,-2.94,383.54,183.45,499.67,221.89,1.49,1.59,4.44,-6.94,1.96,29.85,3.12
005948.txt,Car,0.00,2,-2.93,414.53,185.48,512.80,220.32,1.48,1.63,4.10,-6.61,2.08,32.67,-3.13
005948.txt,Car,0.00,0,-1.68,633.46,184.96,674.70,216.09,1.41,1.56,4.08,2.10,2.04,35.79,-1.63
005948.txt,Car,0.00,2,-1.62,623.05,181.15,648.00,202.44,1.43,1.58,3.37,1.75,2.02,50.84,-1.58
005948.txt,Van,0.00,2,-1.58,609.21,171.84,624.59,189.94,2.33,1.96,6.11,0.91,2.24,96.87,-1.57
005949.txt,Truck,0.27,1,2.03,0.00,155.36,74.39,205.91,2.93,2.30,6.29,-36.30,1.96,44.95,1.35
005949.txt,Car,0.00,1,3.06,478.36,170.21,558.63,201.84,1.49,1.46,3.84,-4.59,1.39,35.81,2.94
005949.txt,Pedestrian,0.00,2,2.84,778.63,161.62,791.35,190.64,1.86,0.57,1.08,11.29,1.15,46.88,3.08
005949.txt,Car,0.00,0,1.22,715.74,156.20,760.27,189.00,2.21,1.76,4.11,8.97,1.11,50.96,1.39
005949.txt,Car,0.00,1,-2.00,747.00,162.85,791.57,188.07,1.75,1.57,4.07,11.48,1.08,52.35,-1.79
005949.txt,Car,0.00,0,-2.04,784.94,163.43,839.69,185.82,1.54,1.71,5.03,14.63,0.92,52.54,-1.77
005949.txt,Van,0.00,1,0.99,921.28,155.11,981.94,186.27,2.14,1.77,4.44,24.59,0.95,52.14,1.43
005949.txt,Car,0.00,2,-2.17,956.69,160.01,1003.81,181.54,1.53,1.41,3.40,27.36,0.64,53.45,-1.70
005949.txt,Car,0.00,1,-2.33,999.30,158.17,1053.66,181.69,1.69,1.61,3.36,31.06,0.65,53.93,-1.81
005950.txt,Car,0.00,0,-1.57,590.42,176.82,619.90,204.86,1.54,1.63,3.67,-0.31,1.79,42.01,-1.58
005950.txt,Car,0.90,0,-2.16,861.99,188.91,1241.00,374.00,1.49,1.57,4.07,2.83,1.61,3.91,-1.57
005950.txt,Car,0.00,1,-1.90,764.26,178.55,1007.60,342.03,1.54,1.51,3.58,2.97,1.62,8.67,-1.58
005950.txt,Pedestrian,0.00,0,1.38,749.67,168.28,770.00,226.38,1.64,0.56,0.78,4.27,1.52,20.82,1.58
005950.txt,Car,0.00,0,-1.73,670.57,177.35,742.32,230.91,1.49,1.55,3.93,2.85,1.65,22.33,-1.60
005950.txt,Car,0.00,2,-1.68,654.67,178.09,703.15,221.24,1.54,1.48,3.17,2.55,1.76,27.64,-1.59
005950.txt,Car,0.00,1,-1.63,640.88,172.35,670.78,201.27,1.74,1.62,4.13,2.85,1.74,45.95,-1.57
005950.txt,Car,0.00,1,1.83,339.64,190.51,419.84,236.58,1.34,1.62,3.67,-7.59,1.97,23.98,1.53
005950.txt,Car,0.00,1,1.79,387.77,183.04,450.28,223.40,1.51,1.58,4.16,-7.79,1.94,29.64,1.54
005950.txt,Car,0.00,1,1.78,432.89,181.52,481.21,212.85,1.51,1.65,3.94,-7.87,1.97,37.29,1.57
005951.txt,Car,0.00,0,1.68,499.38,184.13,556.94,226.74,1.42,1.66,4.11,-2.99,1.86,26.77,1.57
005951.txt,Car,0.00,0,1.59,570.00,166.37,589.81,186.89,1.97,1.87,4.53,-2.99,1.38,72.26,1.55
005952.txt,Car,0.00,0,-1.57,571.30,178.99,603.66,208.48,1.60,1.76,3.84,-1.18,1.26,41.34,-1.60
005952.txt,Car,0.93,0,-0.81,0.00,209.69,212.48,375.00,1.38,1.71,4.49,-4.78,1.64,4.77,-1.56
005952.txt,Car,0.00,0,-1.09,85.19,186.17,282.49,280.48,1.54,1.65,3.82,-8.03,1.58,14.00,-1.60
005952.txt,Car,0.00,1,-1.18,246.43,185.37,368.07,246.86,1.49,1.67,4.05,-8.22,1.52,19.98,-1.57
005952.txt,Van,0.00,0,-1.33,331.28,124.29,484.50,262.78,2.74,2.09,5.96,-4.53,1.52,17.32,-1.59
005952.txt,Car,0.00,1,-1.44,468.70,184.46,520.70,222.24,1.41,1.58,3.99,-4.61,1.40,29.60,-1.59
005952.txt,Car,0.00,1,-1.45,495.88,184.18,532.37,211.01,1.42,1.61,3.56,-5.27,1.38,40.66,-1.58
005952.txt,Car,0.00,3,-0.98,0.30,184.07,191.68,264.56,1.59,1.71,3.74,-11.43,1.58,16.36,-1.59
005953.txt,Car,0.97,0,2.35,0.00,202.76,219.05,374.00,1.62,1.75,4.30,-4.11,1.85,3.76,1.56
005953.txt,Car,0.80,3,2.32,0.00,199.16,156.96,344.96,1.47,1.73,4.48,-7.36,1.83,7.97,1.59
005953.txt,Car,0.00,0,-1.15,279.37,202.01,387.50,261.29,1.39,1.59,3.17,-7.52,2.25,19.80,-1.51
005953.txt,Car,0.00,1,-1.03,191.19,203.41,329.75,266.14,1.46,1.55,4.28,-9.82,2.41,20.59,-1.47
005954.txt,Pedestrian,0.00,0,0.45,169.54,142.53,262.03,337.95,1.86,0.54,1.02,-3.87,1.50,7.05,-0.03
005955.txt,Car,0.09,0,-1.17,117.19,200.33,444.28,374.00,1.40,1.67,3.72,-3.10,1.75,7.59,-1.55
005955.txt,Car,0.00,0,1.47,631.88,183.42,691.01,231.76,1.49,1.61,3.74,1.64,1.86,24.54,1.54
005955.txt,Van,0.00,3,1.72,523.27,174.82,564.43,207.63,1.85,1.84,4.06,-3.92,1.99,43.04,1.63
005955.txt,Van,0.00,1,-1.58,625.13,173.57,654.25,205.11,1.77,1.63,3.76,1.72,1.84,42.86,-1.54
005956.txt,Car,0.00,0,1.48,731.85,184.44,898.26,330.53,1.57,1.73,4.15,2.57,1.76,10.08,1.73
005957.txt,Car,0.00,0,-1.59,606.34,177.02,632.56,201.91,1.54,1.63,3.67,0.56,1.83,47.11,-1.58
005957.txt,Car,0.47,0,-2.04,813.34,182.38,1241.00,374.00,1.50,1.59,3.79,2.90,1.59,5.62,-1.58
005957.txt,Car,0.00,1,-1.71,682.03,178.25,756.92,235.46,1.49,1.57,4.07,3.04,1.66,20.98,-1.56
005957.txt,Car,0.00,1,-1.83,738.97,177.08,924.09,307.44,1.57,1.59,3.75,2.99,1.65,10.67,-1.56
005957.txt,Car,0.00,1,0.36,219.69,192.22,348.62,237.96,1.52,1.51,3.94,-11.66,2.25,25.91,-0.06
005957.txt,Car,0.00,1,0.61,54.80,194.43,200.90,241.77,1.58,1.56,4.24,-17.32,2.40,25.97,0.02
005957.txt,Car,0.87,3,0.79,0.00,197.87,18.16,240.77,1.54,1.82,3.19,-23.84,2.49,26.19,0.06
005957.txt,Car,0.00,2,-1.67,676.26,178.20,730.16,225.02,1.54,1.51,3.58,3.23,1.75,25.78,-1.55
005957.txt,Car,0.00,1,-1.67,655.82,176.28,692.28,205.42,1.49,1.55,3.93,3.42,1.70,39.36,-1.59
005958.txt,Pedestrian,0.00,0,2.87,767.35,151.43,824.35,305.88,1.75,0.67,1.13,2.26,1.43,8.43,3.13
005959.txt,Car,0.00,0,-1.58,596.90,175.66,625.15,202.53,1.54,1.63,3.67,0.02,1.74,43.76,-1.58
005959.txt,Car,0.00,0,-1.85,749.12,181.25,982.01,332.73,1.49,1.57,4.07,2.89,1.60,9.20,-1.55
005959.txt,Car,0.53,0,0.65,0.00,204.38,132.28,290.30,1.52,1.51,3.94,-11.84,2.18,14.04,-0.05
005959.txt,Car,0.00,2,-1.79,714.65,177.78,837.33,269.72,1.54,1.51,3.58,3.03,1.65,14.02,-1.58
005959.txt,Pedestrian,0.00,1,1.42,724.61,168.18,740.85,213.21,1.64,0.56,0.78,4.44,1.48,26.75,1.58
005959.txt,Car,0.00,0,-1.70,663.87,175.84,719.04,218.35,1.49,1.55,3.93,3.01,1.63,27.61,-1.60
005959.txt,Car,0.00,1,-1.63,642.87,172.64,669.54,198.45,1.74,1.62,4.13,3.22,1.76,51.24,-1.57
005959.txt,Car,0.00,1,1.78,396.22,187.30,456.14,223.94,1.34,1.62,3.67,-7.44,1.96,29.34,1.53
005959.txt,Car,0.00,1,1.75,429.43,183.89,478.33,217.79,1.51,1.58,4.16,-7.53,2.06,35.00,1.54
005959.txt,Car,0.00,1,1.75,461.61,180.33,501.94,207.41,1.51,1.65,3.94,-7.55,1.96,42.65,1.58
005960.txt,Car,0.00,0,0.44,133.76,194.82,367.31,270.45,1.56,1.71,4.50,-8.16,2.11,16.58,-0.01
005960.txt,Car,0.00,1,-3.00,473.93,184.64,526.28,205.72,1.44,1.52,3.50,-7.84,2.30,51.51,3.13
005961.txt,Car,0.00,0,0.16,544.71,175.35,772.61,266.31,1.57,1.65,4.09,0.93,1.64,13.67,0.22
005962.txt,Truck,1.00,3,2.48,0.00,0.00,308.10,374.00,2.60,2.06,5.42,-3.11,1.72,2.13,1.57
005962.txt,Car,0.21,0,-1.95,803.54,180.94,1216.84,374.00,1.46,1.60,3.71,2.87,1.54,6.23,-1.53
005962.txt,Van,0.00,0,-1.65,645.02,162.53,694.84,211.02,1.97,1.82,4.41,2.53,1.58,31.78,-1.57
005962.txt,Car,0.00,0,-1.48,550.94,179.30,576.90,200.57,1.58,1.65,3.91,-3.56,2.09,56.07,-1.54
005963.txt,Car,0.00,0,-1.47,949.80,180.43,1034.50,248.52,1.65,1.67,3.64,10.45,1.87,19.68,-0.99
005963.txt,Car,0.00,1,2.55,91.55,174.98,424.39,319.64,1.59,1.55,3.93,-4.65,1.63,10.02,2.12
005963.txt,Car,0.00,1,2.04,615.75,183.14,732.44,241.99,1.47,1.57,4.24,1.91,1.79,20.68,2.13
005963.txt,Car,0.00,1,1.87,776.79,183.65,846.72,219.50,1.40,1.68,4.45,8.80,1.90,31.34,2.14
005963.txt,Car,0.00,1,1.76,842.76,183.51,889.23,213.12,1.45,1.62,3.77,13.60,2.04,38.28,2.10
005963.txt,Car,0.00,2,1.76,871.53,182.45,909.67,208.64,1.53,1.46,4.18,17.62,2.16,45.26,2.13
005963.txt,Car,0.00,1,1.73,896.41,181.74,928.13,205.06,1.59,1.57,3.39,21.66,2.24,51.69,2.12
005963.txt,Car,0.00,1,-1.53,1016.58,187.31,1055.94,219.08,1.50,1.61,4.07,22.16,2.28,37.49,-1.01
005964.txt,Cyclist,0.00,0,2.07,193.71,181.23,239.40,236.38,1.68,0.50,1.74,-12.56,1.96,23.00,1.57
005964.txt,Car,0.00,1,-2.95,416.19,179.92,489.08,208.56,1.44,1.52,3.50,-8.26,1.83,37.90,3.12
005964.txt,Car,0.00,2,-2.95,439.21,176.06,502.30,203.77,1.59,1.52,3.47,-8.33,1.81,43.18,3.14
005965.txt,Car,0.00,1,2.62,896.74,148.44,1025.67,190.34,1.52,1.76,4.10,13.67,0.34,27.30,3.08
005965.txt,Car,0.00,0,-1.49,522.22,174.92,558.04,202.27,1.50,1.78,3.69,-3.73,1.19,41.22,-1.58
005965.txt,Cyclist,0.00,0,-0.07,632.29,170.41,660.58,197.44,1.74,0.60,1.79,2.72,1.09,46.39,-0.01
005965.txt,Cyclist,0.00,0,-0.08,578.82,170.53,606.07,197.93,1.86,0.63,1.82,-0.86,1.19,48.97,-0.10
005965.txt,Pedestrian,0.00,0,-3.00,571.94,172.01,587.61,199.34,1.80,0.68,1.44,-1.53,1.24,47.32,-3.03
005965.txt,Pedestrian,0.00,0,0.30,452.96,175.05,465.96,204.99,1.92,0.57,1.32,-9.23,1.57,45.89,0.10
005966.txt,Car,0.00,0,-1.76,667.38,192.05,748.30,256.21,1.64,1.69,3.30,2.71,2.23,20.95,-1.63
005967.txt,Car,0.00,1,-2.80,290.05,171.95,452.72,247.73,1.86,1.69,3.69,-6.21,1.87,18.92,-3.12
005967.txt,Car,0.00,2,-2.87,342.75,178.04,482.44,232.81,1.68,1.69,4.07,-6.39,1.87,23.50,-3.13
005967.txt,Car,0.00,1,-1.81,797.25,158.53,861.02,201.30,2.04,1.99,4.82,11.14,1.38,37.11,-1.52
005967.txt,Car,0.00,2,-2.92,388.80,179.60,502.32,219.20,1.48,1.56,4.12,-6.47,1.77,28.50,3.14
005967.txt,Car,0.00,2,-2.94,416.24,174.03,521.81,213.38,1.74,1.75,4.57,-6.55,1.83,33.68,-3.13
005968.txt,Car,0.00,0,-1.70,661.66,174.04,685.99,190.91,1.45,1.61,4.20,5.68,1.58,64.78,-1.62
005968.txt,Van,0.00,0,-1.77,709.36,163.27,761.21,205.32,2.06,1.81,4.44,6.48,1.62,37.89,-1.60
005968.txt,Car,0.00,1,-2.44,797.16,174.96,862.82,202.20,1.48,1.36,3.51,12.49,1.62,41.20,-2.15
005969.txt,Misc,0.67,0,-2.05,930.45,164.06,1241.00,374.00,1.63,1.48,2.37,3.11,1.60,4.44,-1.47
005969.txt,Car,0.00,0,-1.67,652.71,188.70,701.73,226.88,1.41,1.58,4.36,2.69,2.10,30.07,-1.58
005970.txt,Car,0.73,0,-2.10,845.31,175.34,1241.00,374.00,1.54,1.66,3.79,2.97,1.57,4.76,-1.57
005970.txt,Car,0.18,0,2.05,0.00,184.60,351.85,374.00,1.68,1.63,3.94,-4.31,1.83,7.71,1.56
005970.txt,Car,0.00,1,-1.88,735.96,181.51,948.41,308.02,1.48,1.64,4.15,3.08,1.61,10.65,-1.61
005970.txt,Van,0.00,1,-1.72,666.76,111.62,804.29,245.56,2.85,2.46,5.85,2.89,1.58,18.40,-1.57
005970.txt,Car,0.00,2,-1.67,659.98,169.94,718.37,224.84,1.78,1.59,4.33,2.71,1.72,25.78,-1.57
005970.txt,Car,0.00,2,1.44,652.31,175.55,703.50,215.82,1.53,1.57,3.87,2.70,1.67,29.71,1.53
005970.txt,Car,0.00,1,-1.66,628.96,180.67,663.81,208.33,1.45,1.61,3.34,1.95,1.89,39.95,-1.61
005970.txt,Car,0.00,0,-1.65,491.95,188.34,526.04,213.13,1.34,1.69,3.60,-6.02,2.28,42.54,-1.79
005970.txt,Car,0.00,1,-1.85,603.33,176.51,643.28,203.90,1.69,1.59,3.77,0.80,1.95,46.85,-1.83
005970.txt,Car,0.00,0,-1.77,577.43,183.21,606.91,202.35,1.49,1.71,3.58,-1.51,2.35,58.99,-1.80
005971.txt,Car,0.00,0,-1.57,571.65,182.99,647.78,255.68,1.55,1.63,3.32,-0.05,1.80,17.29,-1.57
005971.txt,Car,0.00,0,2.08,139.08,203.12,278.47,258.17,1.40,1.75,4.75,-12.58,2.45,22.95,1.58
005971.txt,Car,0.00,1,2.15,64.23,206.42,181.42,251.20,1.46,1.81,4.16,-18.96,2.86,28.28,1.56
005971.txt,Car,0.00,0,1.87,326.29,193.77,377.00,223.63,1.62,1.85,3.57,-15.34,2.91,42.95,1.53
005972.txt,Car,0.00,0,-1.41,589.97,170.79,620.23,190.55,1.43,1.66,4.15,0.35,0.65,54.64,-1.41
005972.txt,Car,0.00,0,-1.38,528.93,169.64,573.75,201.27,1.48,1.56,3.62,-2.43,0.92,35.64,-1.46
005972.txt,Car,0.00,0,0.13,47.75,174.77,241.49,241.87,1.67,1.64,4.32,-12.43,1.51,19.86,-0.43
005972.txt,Car,0.00,1,2.05,328.75,169.82,397.37,203.33,1.68,1.67,4.29,-12.65,1.09,38.44,1.73
005973.txt,Car,0.99,0,2.38,0.00,220.06,246.51,374.00,1.51,1.63,4.03,-3.46,1.83,3.08,1.58
005973.txt,Car,0.00,0,2.02,214.59,193.73,461.41,355.07,1.57,1.44,3.60,-3.24,1.88,9.22,1.69
005973.txt,Car,0.00,1,1.89,444.23,190.70,569.77,274.84,1.47,1.51,3.50,-2.04,1.87,14.91,1.76
005973.txt,Car,0.00,0,-1.36,732.05,166.62,779.24,198.70,1.77,1.75,4.67,8.56,1.45,42.25,-1.16
005973.txt,Car,0.00,2,-0.06,899.27,169.78,1026.62,208.73,1.47,1.52,4.43,13.87,1.39,28.68,0.38
005973.txt,Car,0.00,1,1.73,774.09,164.92,806.76,188.07,1.60,1.68,3.94,13.05,1.07,52.13,1.97
005974.txt,Truck,0.00,0,-1.56,558.53,102.69,653.57,217.81,3.52,2.89,10.81,-0.13,1.43,27.64,-1.57
005974.txt,Car,0.00,1,2.20,11.20,191.68,109.31,231.09,1.51,1.47,3.64,-23.43,2.36,30.87,1.55
005975.txt,Car,0.98,1,2.31,0.00,163.30,303.39,374.00,1.70,1.63,4.08,-3.01,1.68,3.01,1.57
005975.txt,Car,0.00,0,-1.28,298.43,193.97,488.92,312.95,1.40,1.67,3.72,-3.07,1.76,10.87,-1.55
005975.txt,Car,0.00,0,1.47,632.33,186.17,684.92,229.06,1.49,1.61,3.74,1.76,2.02,27.67,1.53
005975.txt,Van,0.00,3,1.70,533.65,177.32,570.30,207.67,1.85,1.84,4.06,-3.70,2.15,46.37,1.62
005975.txt,Van,0.00,1,-1.58,628.64,177.17,655.68,206.45,1.77,1.63,3.76,2.01,2.07,46.02,-1.53
005976.txt,Car,0.00,1,0.25,449.58,184.27,523.65,206.18,1.36,1.68,4.49,-8.07,2.13,47.23,0.08
005977.txt,Car,0.00,0,-1.35,597.52,181.14,659.97,221.78,1.43,1.55,3.91,0.76,1.76,27.69,-1.32
005977.txt,Car,0.00,2,1.86,385.79,179.65,484.57,243.30,1.45,1.47,3.50,-4.35,1.63,18.27,1.63
005977.txt,Car,0.00,0,1.78,483.13,176.64,540.57,215.34,1.44,1.58,3.35,-3.88,1.60,28.72,1.65
005977.txt,Car,0.00,1,1.70,501.84,173.52,551.97,214.70,1.74,1.71,4.41,-3.75,1.80,32.95,1.58
005977.txt,Car,0.00,2,1.61,526.43,175.94,559.15,202.11,1.41,1.72,4.41,-3.87,1.62,41.75,1.51
005978.txt,Car,0.03,0,-1.92,762.81,186.14,1100.77,374.00,1.41,1.58,4.36,2.85,1.58,7.63,-1.58
005979.txt,Car,0.00,1,-0.71,697.77,172.90,820.19,219.43,1.43,1.55,3.91,4.95,1.45,24.02,-0.51
005979.txt,Car,0.00,0,2.05,149.98,176.21,393.48,307.13,1.45,1.47,3.50,-4.34,1.51,9.76,1.64
005979.txt,Car,0.00,0,1.81,431.27,174.56,517.04,231.18,1.44,1.58,3.35,-3.74,1.51,20.16,1.63
005979.txt,Car,0.00,1,1.75,465.72,163.40,540.14,220.23,1.74,1.71,4.41,-3.56,1.48,24.47,1.61
005979.txt,Car,0.00,2,1.60,509.82,171.89,551.03,205.31,1.41,1.72,4.41,-3.63,1.41,33.16,1.50
005980.txt,Car,0.98,0,2.32,0.00,203.78,85.56,374.00,1.37,1.78,4.65,-5.79,1.66,4.64,1.45
